ticket_id,col_index,facility_ja,availability,availability_meaning,facility_zh,facility_cov
jrwest160,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest160,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest160,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest160,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest160,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest160,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest160,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest160,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest162,0,新幹線,×,乗車不可,新干线,0.9
jrwest162,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest162,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest162,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest162,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest162,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest162,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest162,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest162,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest162,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest204,0,新幹線,×,乗車不可,新干线,0.9
jrwest204,1,在来線特急・急行 / サンライズ,×,乗車不可,在来線特急・急行 / 日出号,0.95
jrwest204,2,在来線特急・急行 / WEST EXPRESS 銀河,×,乗車不可,在来線特急・急行 / WEST EXPRESS银河号,0.95
jrwest204,3,在来線特急・急行 / はなあかり,×,乗車不可,在来線特急・急行 / 华灯号,0.95
jrwest204,4,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest204,5,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest204,6,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest204,7,快速・普通 / Ａシート,▲,乗車券のみ有効,快速・普通 / Aシート,0.95
jrwest204,8,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest204,9,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest204,10,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest204,11,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest204,12,京阪電車 / ライナー,▲,乗車券のみ有効,京阪电车票 / 快车(Liner),0.95
jrwest204,13,京阪電車 / プレミアム,▲,乗車券のみ有効,京阪电车票 / プレミアム,0.95
jrwest204,14,京阪電車 / 普通,○,乗車可,京阪电车票 / 普通,0.95
jrwest152,0,新幹線,×,乗車不可,新干线,0.9
jrwest152,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest152,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest152,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest152,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest152,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest152,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest152,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest152,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest152,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest156,0,新幹線,×,乗車不可,新干线,0.9
jrwest156,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest156,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest156,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest156,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest156,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest156,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest156,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest156,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest156,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest203,0,新幹線,×,乗車不可,新干线,0.9
jrwest203,1,在来線特急・急行 / サンライズ,×,乗車不可,在来線特急・急行 / 日出号,0.95
jrwest203,2,在来線特急・急行 / WEST EXPRESS 銀河,×,乗車不可,在来線特急・急行 / WEST EXPRESS银河号,0.95
jrwest203,3,在来線特急・急行 / はなあかり,×,乗車不可,在来線特急・急行 / 华灯号,0.95
jrwest203,4,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest203,5,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest203,6,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest203,7,快速・普通 / Ａシート,▲,乗車券のみ有効,快速・普通 / Aシート,0.95
jrwest203,8,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest203,9,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest203,10,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest203,11,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest158,0,新幹線,×,乗車不可,新干线,0.9
jrwest158,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest158,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest158,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest158,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest158,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest158,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest158,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest158,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest158,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest157,0,新幹線,×,乗車不可,新干线,0.9
jrwest157,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest157,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest157,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest157,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest157,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest157,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest157,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest157,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest157,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest153,0,新幹線,×,乗車不可,新干线,0.9
jrwest153,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest153,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest153,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest153,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest153,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest153,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest153,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest153,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest153,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest155,0,新幹線,×,乗車不可,新干线,0.9
jrwest155,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest155,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest155,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest155,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest155,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest155,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest155,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest155,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest155,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest205,0,新幹線,×,乗車不可,新干线,0.9
jrwest205,1,在来線特急・急行 / サンライズ,×,乗車不可,在来線特急・急行 / 日出号,0.95
jrwest205,2,在来線特急・急行 / WEST EXPRESS 銀河,×,乗車不可,在来線特急・急行 / WEST EXPRESS银河号,0.95
jrwest205,3,在来線特急・急行 / はなあかり,×,乗車不可,在来線特急・急行 / 华灯号,0.95
jrwest205,4,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest205,5,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest205,6,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest205,7,快速・普通 / Ａシート,▲,乗車券のみ有効,快速・普通 / Aシート,0.95
jrwest205,8,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest205,9,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest205,10,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest205,11,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest205,12,京阪電車 / ライナー,▲,乗車券のみ有効,京阪电车票 / 快车(Liner),0.95
jrwest205,13,京阪電車 / プレミアム,▲,乗車券のみ有効,京阪电车票 / プレミアム,0.95
jrwest205,14,京阪電車 / 普通,○,乗車可,京阪电车票 / 普通,0.95
tantetsu70,0,特急 / グリーン車,▲,乗車券のみ有効,特急 / 绿色车厢,0.95
tantetsu70,1,特急 / 普通車指定,▲,乗車券のみ有効,特急 / 普通车厢指定席席,0.95
tantetsu70,2,特急 / 普通車自由,○,乗車可,特急 / 普通车厢自由席席,0.95
tantetsu70,3,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
tantetsu70,4,快速・普通 / 丹後あかまつ,▲,乗車券のみ有効,快速・普通 / 丹后红松号,0.95
tantetsu70,5,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
tantetsu61,0,特急 / グリーン車,▲,乗車券のみ有効,特急 / 绿色车厢,0.95
tantetsu61,1,特急 / 普通車指定,▲,乗車券のみ有効,特急 / 普通车厢指定席席,0.95
tantetsu61,2,特急 / 普通車自由,▲,乗車券のみ有効,特急 / 普通车厢自由席席,0.95
tantetsu61,3,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
tantetsu61,4,快速・普通 / 丹後あかまつ,▲,乗車券のみ有効,快速・普通 / 丹后红松号,0.95
tantetsu61,5,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
nankai92,0,特急座席指定車,▲,乗車券のみ有効,特快座席指定席車,0.9
nankai92,1,特急・快速・普通,○,乗車可,特快/快速/普通,0.9
jrwest79,0,新幹線,×,乗車不可,新干线,0.9
jrwest79,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest79,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest79,4,在来線特急・急行 / 自由,○,乗車可,在来線特急・急行 / 自由席,0.95
jrwest79,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest79,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest79,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest79,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest66,0,新幹線,×,乗車不可,新干线,0.9
jrwest66,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest66,2,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest66,3,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest66,4,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest66,5,快速・普通 / ライナー,－,対象外,快速・普通 / 快车(Liner),0.95
jrwest66,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest66,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest66,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest66,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest49,0,新幹線,×,乗車不可,新干线,0.9
jrwest49,1,在来線特急・急行 / サンライズ出雲,－,対象外,在来線特急・急行 / 日出出云号,0.95
jrwest49,2,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest49,3,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest49,4,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest49,5,快速・普通 / ライナー,－,対象外,快速・普通 / 快车(Liner),0.95
jrwest49,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest49,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest49,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest49,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest68,0,新幹線,×,乗車不可,新干线,0.9
jrwest68,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest68,2,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest68,3,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest68,4,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest68,5,快速・普通 / ライナー,－,対象外,快速・普通 / 快车(Liner),0.95
jrwest68,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest68,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest68,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest68,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest166,0,東海道新幹線,×,乗車不可,东海道新干线,0.9
jrwest166,1,山陽新幹線 / グリーン車,×,乗車不可,山阳新干线 / 绿色车厢,0.95
jrwest166,2,山陽新幹線 / 普通車指定,×,乗車不可,山阳新干线 / 普通车厢指定席席,0.95
jrwest166,3,山陽新幹線 / 普通車自由,×,乗車不可,山阳新干线 / 普通车厢自由席席,0.95
jrwest166,4,北陸新幹線 / グランクラス,×,乗車不可,北陆新干线 / 超高级车厢(Gran Class),0.95
jrwest166,5,北陸新幹線 / グリーン車,×,乗車不可,北陆新干线 / 绿色车厢,0.95
jrwest166,6,北陸新幹線 / 普通車指定,×,乗車不可,北陆新干线 / 普通车厢指定席席,0.95
jrwest166,7,北陸新幹線 / 普通車自由,×,乗車不可,北陆新干线 / 普通车厢自由席席,0.95
jrwest166,8,在来線特急・急行 / 寝台車,×,乗車不可,在来線特急・急行 / 卧铺车,0.95
jrwest166,9,在来線特急・急行 / グリーン車,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest166,10,在来線特急・急行 / 普通車指定,▲,乗車券のみ有効,在来線特急・急行 / 普通车厢指定席席,0.95
jrwest166,11,在来線特急・急行 / 普通車自由,▲,乗車券のみ有効,在来線特急・急行 / 普通车厢自由席席,0.95
jrwest166,12,快速・普通 / グリーン車指定,▲,乗車券のみ有効,快速・普通 / 绿色车厢指定席席,0.95
jrwest166,13,快速・普通 / グリーン車自由,▲,乗車券のみ有効,快速・普通 / 绿色车厢自由席席,0.95
jrwest166,14,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest166,15,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest166,16,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest61,0,新幹線,×,乗車不可,新干线,0.9
jrwest61,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest61,2,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest61,3,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest61,4,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest61,5,快速・普通 / ライナー,－,対象外,快速・普通 / 快车(Liner),0.95
jrwest61,6,快速・普通 / グリーン,×,乗車不可,快速・普通 / 绿色车厢,0.95
jrwest61,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest61,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest61,9,宮島フェリー,○,乗車可,宫岛渡轮,0.9
jrwest62,0,新幹線,×,乗車不可,新干线,0.9
jrwest62,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest62,2,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest62,3,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest62,4,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest62,5,快速・普通 / ライナー,－,対象外,快速・普通 / 快车(Liner),0.95
jrwest62,6,快速・普通 / グリーン,×,乗車不可,快速・普通 / 绿色车厢,0.95
jrwest62,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest62,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest62,9,宮島フェリー,○,乗車可,宫岛渡轮,0.9
jrwest301,0,新幹線,×,乗車不可,新干线,0.9
jrwest301,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest301,2,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest301,3,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest301,4,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest301,5,快速・普通 / ライナー,－,対象外,快速・普通 / 快车(Liner),0.95
jrwest301,6,快速・普通 / グリーン,×,乗車不可,快速・普通 / 绿色车厢,0.95
jrwest301,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest301,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest301,9,宮島フェリー,○,乗車可,宫岛渡轮,0.9
jrwest69,0,新幹線,×,乗車不可,新干线,0.9
jrwest69,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest69,2,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest69,3,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest69,4,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest69,5,快速・普通 / ライナー,－,対象外,快速・普通 / 快车(Liner),0.95
jrwest69,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest69,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest69,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest69,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest58,0,新幹線,×,乗車不可,新干线,0.9
jrwest58,1,在来線特急・急行 / サンライズ出雲,－,対象外,在来線特急・急行 / 日出出云号,0.95
jrwest58,2,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest58,3,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest58,4,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest58,5,快速・普通 / ライナー,－,対象外,快速・普通 / 快车(Liner),0.95
jrwest58,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest58,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest58,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest58,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest85,0,新幹線,×,乗車不可,新干线,0.9
jrwest85,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest85,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest85,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest85,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest85,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest85,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest85,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest132,0,新幹線,×,乗車不可,新干线,0.9
jrwest132,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest132,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest132,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest132,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest132,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest132,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest132,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest133,0,新幹線,×,乗車不可,新干线,0.9
jrwest133,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest133,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest133,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest133,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest133,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest133,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest133,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest148,0,新幹線,×,乗車不可,新干线,0.9
jrwest148,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest148,2,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest148,3,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest148,4,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest148,5,快速・普通 / ライナー,－,対象外,快速・普通 / 快车(Liner),0.95
jrwest148,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest148,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest148,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest148,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest165,0,東海道新幹線,×,乗車不可,东海道新干线,0.9
jrwest165,1,山陽新幹線 / グリーン車,×,乗車不可,山阳新干线 / 绿色车厢,0.95
jrwest165,2,山陽新幹線 / 普通車指定,×,乗車不可,山阳新干线 / 普通车厢指定席席,0.95
jrwest165,3,山陽新幹線 / 普通車自由,×,乗車不可,山阳新干线 / 普通车厢自由席席,0.95
jrwest165,4,北陸新幹線 / グランクラス,×,乗車不可,北陆新干线 / 超高级车厢(Gran Class),0.95
jrwest165,5,北陸新幹線 / グリーン車,×,乗車不可,北陆新干线 / 绿色车厢,0.95
jrwest165,6,北陸新幹線 / 普通車指定,×,乗車不可,北陆新干线 / 普通车厢指定席席,0.95
jrwest165,7,北陸新幹線 / 普通車自由,×,乗車不可,北陆新干线 / 普通车厢自由席席,0.95
jrwest165,8,在来線特急・急行 / 寝台車,×,乗車不可,在来線特急・急行 / 卧铺车,0.95
jrwest165,9,在来線特急・急行 / グリーン車,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest165,10,在来線特急・急行 / 普通車指定,▲,乗車券のみ有効,在来線特急・急行 / 普通车厢指定席席,0.95
jrwest165,11,在来線特急・急行 / 普通車自由,▲,乗車券のみ有効,在来線特急・急行 / 普通车厢自由席席,0.95
jrwest165,12,快速・普通 / グリーン車指定,▲,乗車券のみ有効,快速・普通 / 绿色车厢指定席席,0.95
jrwest165,13,快速・普通 / グリーン車自由,▲,乗車券のみ有効,快速・普通 / 绿色车厢自由席席,0.95
jrwest165,14,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest165,15,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest165,16,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
