チケットID,チケット名,運営会社,全運営会社,会社数,联名フラグ,地域コード,地域,地域(中),跨地域,発売タイプコード,発売タイプ,発売タイプ(中),媒体,紙チケット,スマホチケット,発売状況コード,発売状況図例,発売開始,発売終了,大人料金,小人料金,最低料金,料金,有効期間,有効日数,発売期間,利用期間,フリー区間,区間地図,利用可能設備,制限事項,制限数,発売箇所,問合せ,備考,公式URL,公式リンク,拡張項目,詳細URL,保存ファイル,表示順,取得日時,タイトル,発売数量,申込期間,申込場所,元索引
jrwest137,WESTERポイント全線フリーきっぷ(一部ポイント),ＪＲ西日本,['ＪＲ西日本'],1,FALSE,zenkoku,全国,全国,['全国'],kaiin,会員限定タイプ,会员限定,['実券'],TRUE,FALSE,ended,終了,,,16500,8500,8500,"大人：16,500円＋500ポイント 
 小人：8,500円＋500ポイント",2日間,2,"2026年5月11日〜2026年7月16日 
 2025年12月26日〜2026年3月19日","2026年6月1日〜2026年7月17日 
 2026年1月13日〜2026年3月20日 
 2025年7月16日〜2025年8月31日 
 2025年8月8日〜17日は利用不可","山陽新幹線：新大阪－博多
 
 北陸新幹線：敦賀－上越妙高
 
 在来線 ：全線
 
 智頭急行 ：全線",[],"東海道新幹線 山陽新幹線 北陸新幹線 在来線特急・急行 快速・普通 
 グリーン車 普通車指定 普通車自由 グランクラス グリーン車 普通車指定 普通車自由 寝台車 グリーン車 普通車指定 普通車自由 グリーン車指定 グリーン車自由 ライナー 指定 自由 
 × ▲ ○ ○ × ▲ ○ ○ × ▲ ○ ○ ▲ ▲ ▲ ○ ○ 
 
 ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 
 
 「サンライズ出雲・瀬戸」,「WEST EXPRESS 銀河」は乗車不可 
 
 普通車指定席は6回まで利用可","['WESTERポイントでのみ購入可能' 'サンライズ出雲・サンライズ瀬戸は全設備利用不可'
 '継続乗車は、午前０時を過ぎて最初に停車する駅まで有効。電車特定区間内では最終列車まで有効。'
 'IRいしかわ鉄道線の金沢〜津幡間は、JR西日本線へ通過利用する場合に限り運賃・料金不要。'
 'ハピラインふくい線の福井〜越前花堂間は、JR西日本線へ通過利用する場合に限り運賃・料金不要。']",5,e5489 限定,ＪＲ西日本：,,https://tickets.jr-odekake.net/shohindb/view/consumer/tokutoku/detail.html?shnId=126000068,"[{'text': 'ＪＲ西日本', 'url': 'https://tickets.jr-odekake.net/shohindb/view/consumer/tokutoku/detail.html?shnId=126000068'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrwest137.htm,jrwest137.htm,11,2026-08-10 01:30:50.424840+00:00,WESTERポイント全線フリーきっぷ（一部ポイント）,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrwest137.htm
jrwest138,WESTERポイント山陽新幹線フリーパス,ＪＲ西日本,['ＪＲ西日本'],1,FALSE,zenkoku,全国,全国,['全国'],kaiin,会員限定タイプ,会员限定,['実券'],TRUE,FALSE,ended,終了,,,,,,"大人：5,000ポイント／小人：2,500ポイント",1日間,1,"2024年11月1日〜2024年12月26日 
 1ヶ月前から当日まで発売",2024年11月5日〜2024年9月26日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrwest138.gif'],"東海道新幹線 山陽新幹線 北陸新幹線 在来線特急・急行 快速・普通 
 グリーン車 普通車指定 普通車自由 グランクラス グリーン車 普通車指定 普通車自由 寝台車 グリーン車 普通車指定 普通車自由 グリーン車指定 グリーン車自由 ライナー 指定 自由 
 × △*2 △*2 ○*2 × × × × × × × × × × × × ○ 
 
 ○：乗車可 △：6回まで可 ▲：乗車券のみ有効 ×：乗車不可","['WESTERポイントでのみ購入可能' '「みずほ」,「さくら」は乗車不可' '継続乗車は最終列車まで有効。']",3,e5489 限定,ＪＲ西日本：,,http://tickets.jr-odekake.net/shohindb/view/consumer/tokutoku/detail.html?shnId=124000436,"[{'text': 'ＪＲ西日本', 'url': 'http://tickets.jr-odekake.net/shohindb/view/consumer/tokutoku/detail.html?shnId=124000436'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrwest138.htm,jrwest138.htm,12,2026-08-10 01:30:50.424840+00:00,WESTERポイント山陽新幹線フリーパス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrwest138.htm
jrhokkaido01,北海道フリーパス,ＪＲ北海道,['ＪＲ北海道'],1,FALSE,hokkaido,北海道,北海道,['北海道'],tunen,通年発売タイプ,全年发售,['実券'],TRUE,FALSE,on_sale,発売中,,,28000,,28000,"販売 大人 小人 
 窓口 29,000円 － 
 えきねっと 28,000円 －",７日,7,通年,"通年 
 ただし、4月27日〜5月6日、8月10日〜19日、12月28日〜1月6日は利用不可。",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrhokkaido01.gif'],"北海道新幹線 在来線特急・急行列車 快速・普通 ジェイ・アール北海道バス 
 グリーン車 普通車個室 普通車指定 普通車自由 ライナー 指定 SL 自由 
 × ▲ ▲ △ ○ ▲ △ ▲ ○ ○ 
 
 ○：乗車可 
 △：６回まで利用可。７回以上は乗車券のみ有効 
 ▲：乗車券のみ有効 ×：乗車不可","['特急の普通車指定席を６回まで利用可。'
 '座席未指定券を発売する特急列車に乗車する場合は、きっぷ本券のみで「普通車指定席の空いている席」を利用できる' '北海道新幹線は利用不可'
 'ジェイ・アール北海道バス線のうち、札幌〜旭川・帯広・紋別・キロロ・広尾間,苫小牧〜えりも間の都市間バス及び臨時バス路線は利用不可。'
 '札幌〜小樽間の高速バスは、ジェイ・アール北海道バス便に限り乗車可']",5,ＪＲ北海道の主な駅,ＪＲ北海道：,,https://www.jrhokkaido.co.jp/CM/Otoku/007218/,"[{'text': 'ＪＲ北海道', 'url': 'https://www.jrhokkaido.co.jp/CM/Otoku/007218/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido01.htm,jrhokkaido01.htm,1,2026-08-10 01:30:50.424840+00:00,北海道フリーパス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido01.htm
jrhokkaido11,北海道まんなか のんびり列車パス,ＪＲ北海道,['ＪＲ北海道'],1,FALSE,hokkaido,北海道,北海道,['北海道'],kisetu,季節発売タイプ,季节发售,['デジタル'],FALSE,TRUE,period,2026/4/18  〜11/8,2026/4/18,2026/11/8,3300,1650,1650,"券種 大人 小人 
 1日間用 3,300円 1,650円 
 2日間用 5,600円 2,800円 
 3日間用 6,900円 3,450円",１日／２日／３日,1,"1日間用 2026年4月18日〜2026年11月8日 
 2日間用 2026年4月18日〜2026年11月7日 
 3日間用 2026年4月18日〜2026年11月6日",2026年4月18日〜2026年11月8日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrhokkaido11.gif'],"北海道新幹線 特急・急行 快速・普通 
 グリーン車 指定 自由 立席 ライナー ＳＬ 指定 自由 
 × × × × × ▲ ▲ ▲ ○ 
 
 ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可",['特急・急行列車には乗車不可。'],1,JR北海道ePass,ＪＲ北海道：,,https://www.jrhokkaido.co.jp/CM/Otoku/007247/,"[{'text': 'ＪＲ北海道', 'url': 'https://www.jrhokkaido.co.jp/CM/Otoku/007247/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido11.htm,jrhokkaido11.htm,2,2026-08-10 01:30:50.424840+00:00,北海道まんなか のんびり列車パス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido11.htm
jrhokkaido13,一日散歩きっぷ,ＪＲ北海道,['ＪＲ北海道'],1,FALSE,hokkaido,北海道,北海道,['北海道'],kisetu,季節発売タイプ,季节发售,['実券'],TRUE,FALSE,period,2026/4/18  〜11/8,2026/4/18,2026/11/8,2730,1360,1360,"大人：2,730円／小人：1,360円",１日,1,"2026年4月18日〜2026年11月8日までの土曜・休日 
 乗車当日朝から発売",2026年4月18日〜2026年11月8日までの土曜・休日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrhokkaido13.gif'],"北海道新幹線 特急・急行 快速・普通 
 グリーン車 指定 自由 立席 ライナー ＳＬ 指定 自由 
 × × × × × ▲ ▲ ▲ ○ 
 
 ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可",['特急・急行列車には乗車不可。' '新夕張－新得間のみを利用する場合、同区間の特急普通車自由席に乗車可。'],2,"小樽,南小樽,小樽築港,銭函,星置,手稲,稲積公園,発寒,発寒中央,琴似,桑園,札幌,苗穂,白石,厚別,森林公園,大麻,野幌,高砂,江別,幌向,岩見沢,八軒,新川,新琴似,篠路,拓北,あいの里教育大,石狩当別,平和,新札幌,上野幌,北広島,島松,恵み野,恵庭,千歳",ＪＲ北海道：,,https://www.jrhokkaido.co.jp/CM/Otoku/007248/,"[{'text': 'ＪＲ北海道', 'url': 'https://www.jrhokkaido.co.jp/CM/Otoku/007248/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido13.htm,jrhokkaido13.htm,3,2026-08-10 01:30:50.424840+00:00,一日散歩きっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido13.htm
jrhokkaido22,ラベンダーフリーパス,ＪＲ北海道,['ＪＲ北海道'],1,FALSE,hokkaido,北海道,北海道,['北海道'],kisetu,季節発売タイプ,季节发售,['実券'],TRUE,FALSE,ended,終了,,,3050,1520,1520,"大人：3,050円／小人：1,520円",１日,1,2025年3月26日〜2025年10月13日,2025年4月26日〜2025年10月13日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrhokkaido22.gif'],"在来線特急列車 本州寝台特急 急行 快速・普通 
 グリーン車 普通車個室 普通車指定 普通車自由 普通車指定 普通車自由 Ｂ寝台 ライナー 指定 自由 
 ▲ ▲ ▲ ▲ － － － － ▲ ▲ ○ 
 
 ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 －：適用外",['特急列車は別途特急料金が必要。(乗車券のみ有効)' '普通列車指定席を利用する場合は別途指定席券が必要。'],2,"JR北海道の主な駅の指定席券売機,みどりの窓口 
 旅行センター及び主な旅行会社",ＪＲ北海道：,,https://www.jrhokkaido.co.jp/CM/Otoku/007145/,"[{'text': 'ＪＲ北海道', 'url': 'https://www.jrhokkaido.co.jp/CM/Otoku/007145/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido22.htm,jrhokkaido22.htm,4,2026-08-10 01:30:50.424840+00:00,ラベンダーフリーパス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido22.htm
jrhokkaido54,大人の休日倶楽部パス（北海道）,ＪＲ北海道,['ＪＲ北海道'],1,FALSE,hokkaido,北海道,北海道,['北海道'],kaiin,会員限定タイプ,会员限定,['実券'],TRUE,FALSE,period,2026/7/31  〜9/7,2026/7/31,2026/9/7,,,18070,"大人の休日倶楽部会員限定 
 
 購入場所 グリーン車用 普通車用 
 えきねっと 36,050円 18,070円 
 窓口 設定なし 19,070円",５日間,5,"利用開始日の1ヵ月前から前日まで 
 
2026年5月23日〜2026年6月29日 
 
2026年7月31日〜2026年9月7日 
 
2026年12月18日〜2027年1月25日","2026年6月22日〜2026年7月4日 
 
2026年8月31日〜2026年9月12日 
 
2026年1月18日〜2027年1月30日",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrhokkaido01.gif'],"東海道新幹線 北海道新幹線 東北･秋田･山形 
 上越･北陸新幹線 在来線特急/急行 快速・普通 ＢＲＴ 
 Ａ寝台車 Ｂ寝台車 グリーン車 普通車指定 普通車自由 グリーン車指定 グリーン車自由 ライナー 指定 自由 
 普通車用 × × × ▲ ▲ ▲ △ ○ ▲ ▲ ▲ △ ○ － 
 グリーン車用 × × × ▲ ▲ △ △ ○ △ ○ △ △ ○ － 
 
 ○：乗車可 △：合計６回まで利用可 ▲：乗車券のみ有効 
 ×：乗車不可","['大人の休日倶楽部会員限定。購入時・利用時に大人の休日倶楽部会員証の提示が必要。' '指定席は6回まで利用可。'
 '指定席の変更は列車出発前１回に限り変更可能。' 'グリーン席・寝台利用時は、グリーン料金・寝台料金のほか、特急料金も必要。']",4,"えきねっと 
 JR北海道の主な駅のみどりの窓口",ＪＲ北海道：,,https://jre-ot9.jp/ticket/clubpass.html#overview,"[{'text': 'ＪＲ東日本・大人の休日倶楽部', 'url': 'https://jre-ot9.jp/ticket/clubpass.html#overview'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido54.htm,jrhokkaido54.htm,5,2026-08-10 01:30:50.424840+00:00,大人の休日倶楽部パス（北海道）,"大人の休日倶楽部パス (東日本,東日本・北海道,北海道)の合計で、
普通車用：30,000枚/日、グリーン車用：1,000枚/期間",,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido54.htm
jrhokkaido55,大人の休日パス(北海道スペシャル),ＪＲ北海道,['ＪＲ北海道'],1,FALSE,hokkaido,北海道,北海道,['北海道'],kaiin,会員限定タイプ,会员限定,['実券'],TRUE,FALSE,ended,終了,,,,,18070,"大人の休日倶楽部会員 
 普通車用：18,070円 グリーン車用：36,050円",利用期間内の連続する５日間,5,2025年8月25日〜2025年9月29日,2025年9月25日〜2025年10月4日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrhokkaido01.gif'],"東海道新幹線 北海道新幹線 東北･秋田･山形 
 上越･長野新幹線 在来線特急/急行 快速・普通 ＢＲＴ 
 Ａ寝台車 Ｂ寝台車 グリーン車 普通車指定 普通車自由 グリーン車指定 グリーン車自由 ライナー 指定 自由 
 普通車用 × × × ▲ ▲ ▲ △ ○ ▲ ▲ ▲ △ ○ ○ 
 グリーン車用 × × × ▲ ▲ △ △ ○ △ △ ▲ △ ○ ○ 
 
 ○：乗車可 △：合計６回まで利用可 
 ▲：乗車券のみ有効 ×：乗車不可","['大人の休日倶楽部会員限定。' '指定席は6回まで利用可。' '指定席の変更は列車出発前１回に限り変更可能。'
 'グリーン席・寝台利用時は、グリーン料金・寝台料金のほか、特急料金も必要。']",4,えきねっと,ＪＲ北海道：,,https://www.jrhokkaido.co.jp/CM/Otoku/007149/,"[{'text': 'ＪＲ北海道', 'url': 'https://www.jrhokkaido.co.jp/CM/Otoku/007149/'}
 {'text': 'ＪＲ北海道', 'url': 'https://www.jrhokkaido.co.jp/CM/Otoku/007150/'}
 {'text': 'ＪＲ東日本・大人の休日倶楽部', 'url': 'https://jre-ot9.jp/ticket/?header_link#special2309'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido55.htm,jrhokkaido55.htm,6,2026-08-10 01:30:50.424840+00:00,大人の休日パス 北海道スペシャル,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido55.htm
jrhokkaido91,はこだて旅するパスポート,ＪＲ北海道,['ＪＲ北海道'],1,FALSE,hokkaido,北海道,北海道,['北海道'],kikan,期間限定タイプ,期间限定,['実券' 'デジタル'],TRUE,TRUE,period,〜2027/3/31,,2027/3/31,3000,1500,1500,"券種 大人 小人 
 1日用 きっぷ版 3,000円 1,500円 
 電子チケット 3,000円 1,500円 
 2日用 きっぷ版 4,500円 2,250円 
 電子チケット 4,500円 2,250円",,,,,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrhokkaido91.gif'],"北海道新幹線 特急・急行 快速・普通 
 グリーン車 指定 自由 立席 ライナー ＳＬ 指定 自由 
 × ▲ ▲ ▲ ▲ ▲ ▲ ▲ ○ 
 
 ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可",[],0,"きっぷ版：函館,五稜郭,七飯,大沼公園,森,八雲,長万部,奥津軽いまべつ,木古内,新函館北斗 
 電子チケット：「 DohNa!! 」",ＪＲ北海道：,,https://www.jrhokkaido.co.jp/CM/Otoku/007200/,"[{'text': 'ＪＲ北海道', 'url': 'https://www.jrhokkaido.co.jp/CM/Otoku/007200/'}
 {'text': '函館市企業局交通部', 'url': 'https://www.city.hakodate.hokkaido.jp/docs/2014012100977/#tabipass'}
 {'text': '道南いさりび鉄道', 'url': 'https://www.cithttps://www.shr-isaribi.jp/ticket-guide/otoku/y.hakodate.hokkaido.jp/docs/2014012100977/#tabipass'}
 {'text': '函館バス', 'url': 'https://hakobus.co.jp/visitors/tourist-passes/#section-h3-04'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido91.htm,jrhokkaido91.htm,7,2026-08-10 01:30:50.424840+00:00,はこだて旅するパスポート,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido91.htm
jrhokkaido93,Peachひがし北海道フリーパス,ＪＲ北海道,['ＪＲ北海道'],1,FALSE,hokkaido,北海道,北海道,['北海道'],kikan,期間限定タイプ,期间限定,['実券'],TRUE,FALSE,period,2026/4/1  〜2027/3/31,2026/4/1,2027/3/31,20810,,20810,"大人：20,810円／U25(25歳以下)：16,950円",4日間,4,2026年4月1日〜2027年3月31日,"2026年4月1日〜2027年4月4日 
 購入当日もしくは翌日から有効",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrhokkaido93.gif'],"北海道新幹線 特急・急行 快速・普通 
 グリーン車 指定 自由 立席 ライナー ＳＬ 指定 自由 
 × ▲ △ ▲ ○ ▲ ▲ △ ○ 
 
 ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 
 
 △：合計5回まで利用可能 －：設定なし","['2026年4月27日〜2026年5月6日,2026年8月10日〜2026年8月19日,2026年12月28日〜2027年1月6日は利用できない。'
 'U25用は購入時に年齢を確認できる公的機での証明書必要']",2,新千歳空港駅の指定席券売機、話せる券売機,ＪＲ北海道：,,https://www.jrhokkaido.co.jp/CM/Otoku/007245/,"[{'text': 'ＪＲ北海道', 'url': 'https://www.jrhokkaido.co.jp/CM/Otoku/007245/'}
 {'text': 'ＪＲ北海道', 'url': 'https://www.jrhokkaido.co.jp/travel/freepass/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido93.htm,jrhokkaido93.htm,8,2026-08-10 01:30:50.424840+00:00,Peachひがし北海道フリーパス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido93.htm
jrhokkaido87,FDAひがし北海道フリーパス,ＪＲ北海道,['ＪＲ北海道'],1,FALSE,hokkaido,北海道,北海道,['北海道'],kikan,期間限定タイプ,期间限定,['実券'],TRUE,FALSE,period,2026/4/1  〜2027/3/31,2026/4/1,2027/3/31,20810,,20810,"大人：20,810円／U25(25歳以下)：16,950円",4日間,4,2026年4月1日〜2027年3月31日,"2026年4月1日〜2027年4月4日 
 購入当日もしくは翌日から有効",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrhokkaido93.gif'],"北海道新幹線 特急・急行 快速・普通 
 グリーン車 指定 自由 立席 ライナー ＳＬ 指定 自由 
 × ▲ △ ▲ ○ ▲ ▲ △ ○ 
 
 ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 
 
 △：合計5回まで利用可能 －：設定なし","['2026年4月27日〜2026年5月6日,2026年8月10日〜2026年8月19日,2026年12月28日〜2027年1月6日は利用できない。'
 'U25用は購入時に年齢を確認できる公的機での証明書必要']",2,新千歳空港駅の指定席券売機、話せる券売機,ＪＲ北海道：,,https://www.jrhokkaido.co.jp/CM/Otoku/007245/,"[{'text': 'ＪＲ北海道', 'url': 'https://www.jrhokkaido.co.jp/CM/Otoku/007245/'}
 {'text': 'ＪＲ北海道', 'url': 'https://www.jrhokkaido.co.jp/travel/freepass_fda/'}
 {'text': 'FDA', 'url': 'https://www.fujidream.co.jp/campaign/hokkaido-freepass/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido87.htm,jrhokkaido87.htm,9,2026-08-10 01:30:50.424840+00:00,FDAひがし北海道フリーパス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrhokkaido87.htm
